Date,Color,color,base_color,simple_color,single_color,color_has_multi,color_has_blue,color_has_orange,color_has_red,color_has_grey,color_has_gold,color_has_white,color_has_tan,color_has_brown,color_has_black,Breed,Purebred,CKC Class,ckc_class,Sex,State,Name,DateCreated
2005-09-16,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Border Collie,Border Collie,Herding Dog,herding,F/S,matched,Golda,2005-09-16
2005-09-17,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Small Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Sierra,2005-09-17
2005-09-17,Grey & White,Grey & White,grey & white,grey & white,multi,1,0,0,0,1,0,1,0,0,0,Husky X Malamute,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,Kendal,2005-09-17
2005-09-18,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Terrier,Terrier,Terrier,terrier,M,matched,Chucky,2005-09-18
2005-09-18,Ginger & White,Ginger & White,ginger & white,orange & white,multi,1,0,1,0,0,0,1,0,0,0,DSH Cat,DSH Cat,,,F,lost,Tigger,2005-09-18
2005-09-19,Black with Gold,Black & Gold,black & gold,black & gold,multi,1,0,0,0,0,1,0,0,0,1,Golden Retreiver X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Rufus,2005-09-19
2005-09-20,Blonde,Blonde,blond,gold,gold,0,0,0,0,0,1,0,0,0,0,Yorkie X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,Scruffy,2005-09-20
2005-09-21,Tan & Black,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Brussel Griffin X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,matched,Karina,2005-09-21
2005-09-20,Blonde Tan,Blonde & Tan,blond & tan,gold & tan,multi,1,0,0,0,0,1,0,1,0,0,Lab X Terrier,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Sophia,2005-09-21
2005-09-21,Caramel & Black,Caramel & Black,caramel & black,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Cairn Terrier,Cairn Terrier,Terrier,terrier,M/N,matched,Tootoo,2005-09-21
2005-09-22,Brown with White Chest,Brown & White,brown & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Pitbull X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Kenji,2005-09-22
2005-09-22,Yellow,Yellow,yellow,gold,gold,0,0,0,0,0,1,0,0,0,0,Golden Retriever,Golden Retriever,Sporting Dog,sporting,M/N,lost,Frankie,2005-09-22
2005-09-22,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Lab X Terr,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Gamby,2005-09-22
2005-09-22,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Shepherd,Shepherd,Herding Dog,herding,F/S,matched,Maggie,2005-09-22
2005-09-23,Grey Tabby,Grey,grey,grey,grey,0,0,0,0,1,0,0,0,0,0,DSH,DSH Cat,,,F/S,lost,Tallula,2005-09-23
2005-09-24,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Boston Terrier,Boston Terrier,Non-Sporting Dog,nonsporting,M,lost,Zulu,2005-09-24
2005-09-23,Grey,Grey,grey,grey,grey,0,0,0,0,1,0,0,0,0,0,Weimaraner,Weimaraner,Sporting Dog,sporting,M,found,,2005-09-24
2005-09-24,Brown & Tan,Brown & Tan,brown & tan,brown & tan,multi,1,0,0,0,0,0,0,1,1,0,Yorkiepoo,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,matched,Maggie,2005-09-24
2005-09-23,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Pom X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,Gangsta (aka Cody),2005-09-24
2005-09-24,Brown White Grey,Brown & Grey & White,brown & grey & white,brown & grey & white,multi,1,0,0,0,1,0,1,0,1,0,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M,lost,Bentley,2005-09-24
2005-09-25,Caramel,Caramel,caramel,brown,brown,0,0,0,0,0,0,0,0,1,0,Yorkiepoo,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Ziggy,2005-09-25
2005-09-25,Black & Some White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Chihuahua,Chihuahua,Toy Dog,toy,M,lost,Capone,2005-09-25
2005-09-25,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Boston Terrier,Boston Terrier,Non-Sporting Dog,nonsporting,M,lost,Zulu,2005-09-25
2005-09-25,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,F,lost,,2005-09-25
2005-09-28,White & Brown & Black,Brown & Black & White,brown & black & white,black & brown & white,multi,1,0,0,0,0,0,1,0,1,1,Border Collie X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Ruin,2005-09-28
2005-09-29,Tan,Tan,tan,tan,tan,0,0,0,0,0,0,0,1,0,0,Pitbull X Ridgeback,Dog Crossbreed,Dog Crossbreed,crossbreed,F,found,,2005-09-29
2005-09-30,Black & White Chest,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Willie,2005-09-30
2005-09-30,Brown & White,Brown & White,brown & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Shiba Inu X Corgi,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Gelee,2005-09-30
2005-10-01,Golden,Golden,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Retreiver X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Bud,2005-10-01
2005-10-02,Redish-Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Vizsla,Vizsla,Sporting Dog,sporting,F/S,matched,Hannah,2005-10-02
2005-10-04,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Pom,Pomeranian,Toy Dog,toy,M,lost,Tosin,2005-10-04
2005-10-04,White & Brown,Brown & White,brown & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Jack Russell Terrier,Jack Russell Terrier,Terrier,terrier,F/S,matched,Emily,2005-10-04
2005-10-05,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,German Shepherd,German Shepherd Dog,Herding Dog,herding,M,lost,Ruby,2005-10-05
2005-10-05,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,matched,Cosi,2005-10-05
2005-10-06,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab,Labrador Retriever,Sporting Dog,sporting,M,found,Freddy,2005-10-06
2005-10-07,Cat - Brown & Black Tabby,Cat - Brown & Black Tabby,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Medium Long Hair,Medium Long Hair,,,F,lost,Whiskey,2005-10-07
2005-10-07,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Pitbull X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Lucas,2005-10-07
2005-10-07,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,German Shepherd,German Shepherd Dog,Herding Dog,herding,M/N,lost,Mocha,2005-10-07
2005-10-07,Black with White Chest & Paws,Black & White Chest & Paws,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Poodle X Terrier,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Daisy,2005-10-07
2005-10-07,Grey with Grey Stripes,Grey & Grey Stripes,grey,grey,grey,0,0,0,0,1,0,0,0,0,0,Cat - Domestic Medium Hair,DMH Cat,,,M/N,lost,Charlee,2005-10-07
2005-10-07,Orange,Orange,orange,orange,orange,0,0,1,0,0,0,0,0,0,0,DSH Cat,DSH Cat,,,M/N,lost,Orange,2005-10-07
2005-10-08,Grey with White Markings,Grey & White,grey & white,grey & white,multi,1,0,0,0,1,0,1,0,0,0,DSH Cat,DSH Cat,,,M/N,lost,Shardik,2005-10-08
2005-10-08,Black with White Paws & Tummy,Black & White Paws & Tummy,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,DSH Cat,DSH Cat,,,M/N,lost,Leroy,2005-10-08
2005-10-08,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rottweiler,Rottweiler,Working Dog,working,F,matched,,2005-10-08
2005-10-08,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rottweiler,Rottweiler,Working Dog,working,F,matched,Lexus,2005-10-08
2005-10-08,Orange,Orange,orange,orange,orange,0,0,1,0,0,0,0,0,0,0,Tabby Cat,Tabby Cat,,,M/N,lost,Gringo,2005-10-08
2005-10-09,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Boston Terrier,Boston Terrier,Non-Sporting Dog,nonsporting,F,lost,Tanya,2005-10-09
2005-10-09,Chocolate with Grey,Chocolate & Grey,chocolate & grey,brown & grey,multi,1,0,0,0,1,0,0,0,1,0,Toy Poodle,Toy Poodle,Toy Dog,toy,M,matched,Smokey,2005-10-09
2005-10-10,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X Rott,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Nitro,2005-10-10
2005-10-11,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Flat Coat Retreiver,Flat Coated Retriever,Sporting Dog,sporting,F/S,matched,Zoe,2005-10-11
2005-10-11,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,DLH,DLH Cat,,,F/S,matched,Persimmon,2005-10-11
2005-10-11,Yellow,Yellow,yellow,gold,gold,0,0,0,0,0,1,0,0,0,0,Husky X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,Nikko,2005-10-11
2005-10-11,Orange Tabby,Orange,orange,orange,orange,0,0,1,0,0,0,0,0,0,0,DSH,DSH Cat,,,M/N,lost,Ringo,2005-10-11
2005-10-12,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Toy Poodle,Toy Poodle,Toy Dog,toy,F/S,lost,Zembie,2005-10-12
2005-10-13,Wheaten Colour,Wheaten Colour,wheat,tan,tan,0,0,0,0,0,0,0,1,0,0,Wheaten X Standard Poodle,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Murphy,2005-10-13
2005-10-13,Tortieshell,Tortoise,tortoise,black & red,multi,1,0,0,1,0,0,0,0,0,1,DSH,DSH Cat,,,F,lost,Talula,2005-10-13
2005-10-15,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Havanese,Havanese,Toy Dog,toy,M/N,matched,Tugger,2005-10-15
2005-10-15,White & Tan,Tan & White,tan & white,tan & white,multi,1,0,0,0,0,0,1,1,0,0,Chihuahua X Maltipoo,Dog Crossbreed,Dog Crossbreed,crossbreed,F,matched,Gucci,2005-10-15
2005-10-15,White with Black Ear,White & Black Ear,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Border Collie,Border Collie,Herding Dog,herding,M/N,matched,Toby,2005-10-15
2005-10-15,Dark Brown,Dark Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Lop-eared Bunny,Lop-eared Bunny,,,F/S,lost,Bunny,2005-10-15
2005-10-15,Yellow,Yellow,yellow,gold,gold,0,0,0,0,0,1,0,0,0,0,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,lost,James,2005-10-15
2005-10-15,Chocolate,Chocolate,chocolate,brown,brown,0,0,0,0,0,0,0,0,1,0,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,matched,Nkosi,2005-10-15
2005-10-16,White & Grey Patch on Flank,White & Grey Patch on Flank,grey & white,grey & white,multi,1,0,0,0,1,0,1,0,0,0,Tibetan Spaniel,Tibetan Spaniel,Non-Sporting Dog,nonsporting,F,matched,Halo,2005-10-16
2005-10-17,Black & Brown,Black & Brown,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Rotty,Rottweiler,Working Dog,working,M,matched,Nosey,2005-10-16
2005-10-17,Light Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Chihuahua X Pom,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Gwai,2005-10-17
2005-10-17,Brown Tabby,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,DMH,DMH Cat,,,M/N,lost,Norman,2005-10-17
2005-10-17,Tri,Tri-Colour,tri-colour,?,,0,0,0,0,0,0,0,0,0,0,Lab X Akita,Dog Crossbreed,Dog Crossbreed,crossbreed,,lost,Honey,2005-10-17
2005-10-18,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Germ Shep,German Shepherd Dog,Herding Dog,herding,M/N,matched,Duke,2005-10-18
2005-10-18,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Lhasa Apso,Lhasa Apso,Non-Sporting Dog,nonsporting,M/N,lost,Toby,2005-10-18
2005-10-18,Chocolate,Chocolate,chocolate,brown,brown,0,0,0,0,0,0,0,0,1,0,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,matched,Nkosi,2005-10-18
2005-10-20,White & Brown & Back,White & Brown & Back,brown & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Bichon X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Scamper,2005-10-18
2005-10-19,Reddish,Red,red,red,red,0,0,0,1,0,0,0,0,0,0,Spaniel,Spaniel,Sporting Dog,sporting,M/N,matched,Spencer,2005-10-20
2005-10-20,White & Brown,Brown & White,brown & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Bichon X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Scamper,2005-10-20
2005-10-20,Gold,Gold,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Whiskey,2005-10-20
2005-10-20,Tan,Tan,tan,tan,tan,0,0,0,0,0,0,0,1,0,0,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Whiskey,2005-10-20
2005-10-21,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Border Collie,Border Collie,Herding Dog,herding,M/N,matched,Nico,2005-10-21
2005-10-21,Whitish,Whitish,white,white,white,0,0,0,0,0,0,1,0,0,0,Long Haired Chihuahua X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,,2005-10-21
2005-10-22,Tan & Black,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shepherd X Retriever,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,matched,Molly,2005-10-22
2005-10-22,"Tan & Black, & White",Black & Tan & White,black & tan & white,black & tan & white,multi,1,0,0,0,0,0,1,1,0,1,Shepherd,Shepherd,Herding Dog,herding,F/S,lost,Laura,2005-10-22
2005-10-22,Tan,Tan,tan,tan,tan,0,0,0,0,0,0,0,1,0,0,Pomeranian,Pomeranian,Toy Dog,toy,F,lost,Be Be,2005-10-22
2005-10-22,Black & Tan & White Blaze,Black & Tan & White Blaze,black & tan & white,black & tan & white,multi,1,0,0,0,0,0,1,1,0,1,Rotty X Sheltie X Mastiff,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Bosco,2005-10-22
2005-10-22,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Border Collie,Border Collie,Herding Dog,herding,,lost,,2005-10-22
2005-10-23,Dark Brown with White,Brown & White,brown & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Lab X Pointer,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Buddy,2005-10-23
2005-10-23,Tan & White & Black,Black & Tan & White,black & tan & white,black & tan & white,multi,1,0,0,0,0,0,1,1,0,1,Sheltie,Sheltie,Herding Dog,herding,M/N,matched,Ruffels,2005-10-23
2005-10-24,Brown & Red,Red & Brown,red & brown,brown & red,multi,1,0,0,1,0,0,0,0,1,0,Chicken,Chicken,,,F,lost,,2005-10-24
2005-10-24,Black & White  Blaze,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Border Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,matched,Midnight,2005-10-24
2005-10-25,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Border Collie,Border Collie,Herding Dog,herding,M/N,matched,Axel,2005-10-25
2005-10-25,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Bull Dog X Boxer,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Polo,2005-10-25
2005-10-26,Brown Black,Black & Brown,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Airedale,Airedale Terrier,Terrier,terrier,F/S,matched,Cleo,2005-10-26
2005-10-26,Sable & White,Sable & White,brown & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Sheltie,Sheltie,Herding Dog,herding,F/S,found,Maya,2005-10-26
2005-10-26,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Jack Russell Terrier,Jack Russell Terrier,Terrier,terrier,F/S,matched,Jill,2005-10-26
2005-10-26,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Border Collie,Border Collie,Herding Dog,herding,M/N,lost,Axel,2005-10-26
2005-10-26,Red & Brown,Red & Brown,red & brown,brown & red,multi,1,0,0,1,0,0,0,0,1,0,NSDT Retriever,Nova Scotia Duck Toller Retriever,Sporting Dog,sporting,M,lost,Jake,2005-10-26
2005-10-27,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Yonus,2005-10-27
2005-10-27,White & Black Patch On Eye,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Bulldog,Bulldog,Non-Sporting Dog,nonsporting,M,lost,Bullseye,2005-10-27
2005-10-27,Yellow,Yellow,yellow,gold,gold,0,0,0,0,0,1,0,0,0,0,Lab,Labrador Retriever,Sporting Dog,sporting,M,lost,Sam,2005-10-27
2005-10-27,Tan & White,Tan & White,tan & white,tan & white,multi,1,0,0,0,0,0,1,1,0,0,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Ben,2005-10-27
2005-10-27,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shep X Sharpei,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Mack,2005-10-27
2005-10-27,Cream,Cream,cream,white,white,0,0,0,0,0,0,1,0,0,0,Pug,Pug,Toy Dog,toy,M,lost,Buddy,2005-10-27
2005-10-27,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,GSD X,Dog Crossbreed,Dog Crossbreed,crossbreed,,found,,2005-10-27
2005-10-28,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,German Shepherd,German Shepherd Dog,Herding Dog,herding,F,matched,Gucci,2005-10-28
2005-10-28,Yellow,Yellow,yellow,gold,gold,0,0,0,0,0,1,0,0,0,0,Lab,Labrador Retriever,Sporting Dog,sporting,F/S,lost,Copper,2005-10-28
2005-10-29,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Shih Tzu X Pekingese,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Bubbles,2005-10-29
2005-10-29,,,,?,,0,0,0,0,0,0,0,0,0,0,Whippet,Whippet,Hound,hound,,lost,,2005-10-29
2005-10-29,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Husky X Collie,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Sammy,2005-10-29
2005-10-29,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Bouvier X Terrier,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Shelby,2005-10-29
2005-10-29,Gold,Gold,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Shep X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Chewy,2005-10-29
2005-10-29,Black & White Chest Brown Feet,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,GSD X Lab X Rottweiler,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,matched,Samantha,2005-10-29
2005-10-30,Brindle,Brindle,brindle,?,,0,0,0,0,0,0,0,0,0,0,Pitbull X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,matched,,2005-10-30
2005-10-30,Grey & White,Grey & White,grey & white,grey & white,multi,1,0,0,0,1,0,1,0,0,0,Malamute,Malamute,Working Dog,working,M/N,matched,Kody,2005-10-30
2005-10-30,Grey & White & Black,Black & Grey & White,black & grey & white,black & grey & white,multi,1,0,0,0,1,0,1,0,0,1,Husky X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Demon,2005-10-30
2005-10-31,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Border Collie X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Buddy,2005-10-30
2005-10-31,White & Black,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Dalmatian,Dalmatian,Non-Sporting Dog,nonsporting,F,lost,Nikita,2005-10-31
2005-10-31,Tan,Tan,tan,tan,tan,0,0,0,0,0,0,0,1,0,0,Terrier X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Sophie,2005-10-31
2005-10-31,Black & Brown,Black & Brown,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Yorkie puppy,Yorkshire Terrier,Toy Dog,toy,M,lost,Stirling,2005-10-31
2005-10-31,Brown & Cream,Cream & Brown,cream & brown,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Pomeranian,Pomeranian,Toy Dog,toy,,found,,2005-10-31
2005-10-31,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Small Older Dog,Small Older Dog,Dog Crossbreed,crossbreed,,found,,2005-10-31
2005-10-31,Yellow,Yellow,yellow,gold,gold,0,0,0,0,0,1,0,0,0,0,Yellow Lab,Yellow Lab,Sporting Dog,sporting,F,lost,Lola,2005-10-31
2005-11-01,Yellow,Yellow,yellow,gold,gold,0,0,0,0,0,1,0,0,0,0,Lab,Labrador Retriever,Sporting Dog,sporting,M,matched,Cody,2005-11-01
2005-11-02,Greyish & Black & White,Greyish & Black & White,black & grey & white,black & grey & white,multi,1,0,0,0,1,0,1,0,0,1,Husky X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Moi,2005-11-02
2005-11-02,Black & White On Chest,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Bouvier X Terrier,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Shelby,2005-11-02
2005-11-02,Brindle,Brindle,brindle,?,,0,0,0,0,0,0,0,0,0,0,Boxer X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,found,Sampson,2005-11-02
2005-11-03,Tan,Tan,tan,tan,tan,0,0,0,0,0,0,0,1,0,0,Pom X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Bo Bo,2005-11-03
2005-11-03,Yellow,Yellow,yellow,gold,gold,0,0,0,0,0,1,0,0,0,0,Lab pup,Labrador Retriever,Sporting Dog,sporting,M,matched,,2005-11-03
2005-11-03,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Border Collie X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,found,,2005-11-03
2005-11-04,Brindle,Brindle,brindle,?,,0,0,0,0,0,0,0,0,0,0,Boxer X Mastiff,Dog Crossbreed,Dog Crossbreed,crossbreed,M,found,Puss,2005-11-04
2005-11-04,Grey,Grey,grey,grey,grey,0,0,0,0,1,0,0,0,0,0,Cockapoo,Cockapoo,Dog Crossbreed,crossbreed,M/N,lost,Coco,2005-11-04
2005-11-05,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rottweiler,Rottweiler,Working Dog,working,M/N,matched,Tyson,2005-11-05
2005-11-05,Tan,Tan,tan,tan,tan,0,0,0,0,0,0,0,1,0,0,Pomeranian,Pomeranian,Toy Dog,toy,F/S,lost,Jenny,2005-11-05
2005-11-05,Tan & Black,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Siamese,Siamese Cat,,,M/N,lost,Maestro,2005-11-05
2005-11-05,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Malamute/Shepherd,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Bear,2005-11-05
2005-11-05,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,GSD X Lab X Husky,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Marley,2005-11-05
2005-11-06,White & Cream,White & Cream,white & cream,white,white,0,0,0,0,0,0,1,0,0,0,Shih Tzu X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Seymour,2005-11-06
2005-11-06,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Chihuahua,Chihuahua,Toy Dog,toy,M,lost,Casper,2005-11-06
2005-11-06,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Pug,Pug,Toy Dog,toy,M,lost,Pugsley,2005-11-06
2005-11-06,Brown & White,Brown & White,brown & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Pomeranian X Maltese,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Koko,2005-11-06
2005-11-06,Salt & Pepper,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Terrier X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Daisy,2005-11-06
2005-11-06,Tri-Colour,Tri-Colour,tri-colour,?,,0,0,0,0,0,0,0,0,0,0,Collie X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,matched,Trina,2005-11-06
2005-11-07,Brown Medium Light,Brown Medium Light,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Lindi,2005-11-07
2005-11-07,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Bichon X Poodle,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Alazar,2005-11-07
2005-11-07,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Border Collie X Husky,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,,2005-11-07
2005-11-08,Dark Grey,Grey,grey,grey,grey,0,0,0,0,1,0,0,0,0,0,DSH,DSH Cat,,,M/N,matched,Smaug,2005-11-08
2005-11-08,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Porkie,Porkie,Dog Crossbreed,crossbreed,F,matched,Pickles,2005-11-08
2005-11-09,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Lhasa Apso X Poodle,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Toby,2005-11-09
2005-11-10,Black & Grey,Black & Grey,black & grey,black & grey,multi,1,0,0,0,1,0,0,0,0,1,Min Schnauzer,Miniature Schnauzer,Terrier,terrier,M,lost,Indy,2005-11-10
