Date,Color,Breed,Sex,State,Name,DateCreated
2004-10-31,White,English Staff. Terrier,M,Matched,Thor,2004-10-31
2004-10-31,White,Husky/Greyhound X,F,Lost,Bonnie,2004-10-31
2004-10-31,Black w White Chest,Terripoo,F/S,Lost,Salsa,2004-10-31
2004-10-31,Brown & Black,Belgian Shepherd,F,Lost,Bella,2004-10-31
2004-10-31,Brown & Grey,Lab X Wolf X GSD X Malamute X,M,Matched,AbbaDabbaDoo (Abby),2004-10-31
2004-11-01,Black & Tan,Min Pin,F/S,Matched,Mandy,2004-11-01
2004-11-01,Brown & White & Grey,German Short Haired Pointer,F/S,Lost,Beverage,2004-11-01
2004-11-01,Black & White,Border Collie,M/N,Matched,Auggie,2004-11-01
2004-11-01,Brown,Min Pin,F/S,Lost,Pinches,2004-11-01
2004-11-01,Apricot,Toy Poodle,M,Lost,Mr. Pister,2004-11-01
2004-11-01,Black,Belgian Shep X Husky,F/S,Lost,Bella,2004-11-01
2004-11-01,White,Shih Tzu,M/N,Lost,Mickey,2004-11-01
2004-11-01,Black & Tan,German Shepherd,F,Lost,Ginger,2004-11-01
2004-11-02,Salt & Pepper,Elk Hound,F/S,Matched,Ochinire,2004-11-02
2004-11-02,Blonde & White,Benji,M,Matched,Chewbacca (Chui),2004-11-02
2004-11-02,Gold,Chow Chow,F,Lost,Cobe,2004-11-02
2004-11-02,Brown,Shiba Inu,M/N,Lost,Chico,2004-11-02
2004-11-02,Blonde & White,Maltipoo,F,Lost,Marlyn Munroe,2004-11-02
2004-11-02,Black & Tan,GSD,,Lost,,2004-11-02
2004-11-02,Red,Pomeranian,,Lost,,2004-11-02
2004-11-02,Black & White,Besenji,F/S,Found,,2004-11-02
2004-11-02,Black & White,Border Collie,F/S,Matched,Disco,2004-11-03
2004-11-03,Fawn,French Bulldog,M,Matched,Bubba,2004-11-03
2004-11-03,Gold & Tan,GSD X Chow,M/N,Lost,Solly,2004-11-03
2004-11-03,Red & White,Husky,M,Found,Rebel,2004-11-03
2004-11-04,Black,Shepherd X Chow,F/S,Matched,Mika,2004-11-04
2004-10-31,White,JR Terrier,F/S,Found,,2004-11-04
2004-11-03,Brown & White,Jack Russell Terrier,M,Lost,Harley,2004-11-04
2004-11-04,Black & Tan,Shep X Rotty,M/N,Lost,Kazan,2004-11-04
2004-11-04,Black,Lab,F/S,Lost,Nellie,2004-11-04
2004-11-05,Black & Golden,Sheltie X Shep,F/S,Lost,Teeka,2004-11-05
2004-11-05,Golden,Retriever,M,Matched,Harry,2004-11-05
2004-11-05,Brown,Lab,F,Matched,Rosie,2004-11-05
2004-11-04,Chocolate,Labrador,M/N,Matched,Dante,2004-11-05
2004-11-06,White & Tan,Shih Tzu X Maltese,M/N,Lost,Jasmine Wong,2004-11-06
2004-11-07,Chocolate,Lab,F,Lost,Coco,2004-11-07
2004-11-08,Black & White Chest,Pittbull,F,Lost,Ken,2004-11-08
2004-11-08,Black & Tan,German Shepherd X Lab,M/N,Matched,Teddy,2004-11-08
2004-11-08,Black & Grey Collar,BlueHeeler X Border Collie,F,Matched,Ichi,2004-11-08
2004-11-08,Golden,Lab,M,Matched,Leo,2004-11-08
2004-11-09,Grey & White,Malamute,M,Lost,Max,2004-11-09
2004-11-09,Black & White,Sheepdog,F/S,Matched,,2004-11-09
2004-11-09,Grey & White,Elkhound - Looks like Husky,M/N,Lost,Smokey,2004-11-09
2004-11-09,Yellow,Lab,M/N,Matched,,2004-11-09
2004-11-10,Brown,Collie X Shepherd,F/S,Matched,Spring,2004-11-10
2004-11-10,Grey & White & Black,Wolf X,M/N,Lost,Nanook,2004-11-10
2004-11-10,Yellow,Golden Retriever,F/S,Matched,Skye,2004-11-10
2004-11-12,Black,Terrier X,F/S,Matched,Pepper,2004-11-12
2004-11-12,Grey,DSH,M,Lost,Baby,2004-11-12
2004-11-13,Brown & Rust,Cocker Spaniel,F,Matched,Jewel,2004-11-13
2004-11-14,Black,Husky X,M,Found,,2004-11-14
2004-11-04,Red w/ white,Chow,M,Lost,Samson,2004-11-14
2004-11-15,Black & Tan,Shepherd X Lab,M/N,Matched,Teddy,2004-11-15
2004-11-15,Black & Tan,Beagle X Lab,F/S,Found,,2004-11-15
2004-11-15,Black & Tan,German Shepherds,M,Lost,3 Puppies No Names,2004-11-15
2004-11-15,Fawn,Am Bull Terr X Pitbull,M/N,Matched,Sprite,2004-11-15
2004-11-16,White,Bichon,F/S,Lost,Queenie,2004-11-16
2004-11-16,Black & Tan,Shepherd X,M/N,Lost,Ernie,2004-11-16
2004-11-17,Black & Tan,Malamute X Shepherd,M/N,Matched,Homer,2004-11-17
2004-11-17,Gold,Golden Retreiver,F/S,Matched,Aura,2004-11-17
2004-11-18,Red,Rhodesian Ridgeback,F/S,Lost,Lulu,2004-11-18
2004-11-12,Black & White,Lab X  Collie,F/S,Lost,Amber,2004-11-18
2004-11-18,Brown,Shepherd  X,M/N,Lost,Dreyfus,2004-11-18
2004-11-19,Gold,Gold Retr ( 9 mnth puppy),F,Matched,Belle,2004-11-19
2004-11-19,White,Lhasa Apso (senior),M/N,Lost,Bear,2004-11-19
2004-11-20,Brindle,Shep X,M,Lost,Diesel,2004-11-20
2004-11-22,Brown & White,Siberian Husky,M,Lost,Bear,2004-11-23
2004-11-22,Silver & White,Siberian Husky,F/S,Lost,Cindy,2004-11-23
2004-11-23,Black & White,Shih Tzu,F/S,Matched,Nina,2004-11-23
2004-11-23,Black & White,Border Collie,F/S,Lost,Chloe,2004-11-24
2004-11-24,Black & Tan,Shepherd,M/N,Lost,Karl,2004-11-24
2004-11-25,Black,Lab,M/N,Lost,Duke,2004-11-25
2004-11-26,Tan & White,Shepherd  X,F/S,Matched,Spring,2004-11-26
2004-11-26,Black,Lab X Newfie,M/N,Lost,Jet,2004-11-26
2004-11-26,Brown,Stafford Terrier X,M/N,Matched,Jordie,2004-11-26
2004-11-26,Black & White,Cocker Spaniel,M/N,Matched,Spotty,2004-11-26
2004-11-27,Tri,Akita,M,Matched,Lobo,2004-11-27
2004-11-27,Golden,Lab,M,Lost,Luca,2004-11-27
2004-11-27,Black,Pug,M/N,Lost,Tyson,2004-11-27
2004-11-28,Cinnamon & White,Pitbull,F/S,Matched,Ginger,2004-11-28
2004-11-28,Brindle,Bull Terrier X Whippet,M/N,Lost,Brutus,2004-11-28
2004-11-29,Black & Brown & Tan,Shep X,M/N,Lost,Sampson,2004-11-29
2004-11-29,Gold & White,Lab X Terrier,F,Found,,2004-11-29
2004-11-30,Tan,Rednose Pitbull,F,Lost,Tia,2004-11-30
2004-12-01,Black & Tan,Shep X Collie,,Matched,Jackson,2004-12-01
2004-12-02,White,Bichon,F/S,Lost,Queenie,2004-12-02
2004-12-04,White,Persian,M,Matched,Alfredo,2004-12-04
2004-12-04,Black & Tan,German Shepherd,M,Matched,Janos,2004-12-04
2004-12-04,White With Black,Jack Russell Terrier,M,Matched,,2004-12-04
2004-12-05,Black w White Chest,LHD Cat,F/S,Lost,Kimchi,2004-12-05
2004-12-06,Black & White,Boston Bull Terrier,M/N,Matched,Jimmy,2004-12-06
2004-12-06,Black & Tan,Rottweiler X,M/N,Matched,Baxter,2004-12-06
2004-12-06,Black,Rotty X Lab,M/N,Matched,Baxter,2004-12-06
2004-12-06,Black with White Paws,Border Collie X,F/S,Lost,Schooly,2004-12-06
2004-12-06,Tan & Grey & Black,Shep X Wolf,M/N,Matched,Reno,2004-12-06
2004-12-07,Tan,Shep,F/S,Lost,Fa,2004-12-07
2004-12-07,Dark Brown with White,Pekingese X Jap Chin,M/N,Found,Mocha,2004-12-08
2004-12-08,Brown,Tabby,M/N,Lost,Smacky,2004-12-08
2004-12-09,Black with White Patch On Ches,Lab  X,F/S,Matched,Justice,2004-12-09
2004-12-10,White With Light Brown,Shih Tzu,M/N,Lost,Sparky,2004-12-10
2004-12-10,Black & Tan Speckled,Shep X Border Collie,M,Lost,Grover,2004-12-10
2004-12-10,Black & White & Brown,English Setter,M,Matched,Miko,2004-12-10
2004-12-11,Black & Tan,Belgian Shepherd,F/S,Lost,Bear,2004-12-11
2004-12-11,Grey & White & Beige,Malamute,M,Lost,Max,2004-12-11
2004-12-11,Black & Grey & White w/ Orange,Calico - Cat,F/S,Lost,Pepsi,2004-12-11
2004-12-12,Brindle,Lab X Mastiff,M,Matched,Pancho,2004-12-12
2004-12-12,Black,Bouvier,F/S,Matched,Annie,2004-12-12
2004-12-13,Black & Tan,German Shepherd,M,Lost,Jib,2004-12-13
2004-12-13,Tan & White Nose,Rednose Pitbull,F,Matched,Billy,2004-12-13
2004-12-13,Brown,Pointer X Weimaraner,F/S,Matched,Kaya,2004-12-13
2004-12-15,Tri,Sheltie,M/N,Lost,,2004-12-15
2004-12-15,Black & Tan & White,Shep X Husky,M/N,Lost,Cai,2004-12-15
2004-12-15,Black,Portugese Water Dog,M,Matched,Tuxedo,2004-12-15
2004-12-15,Golden,Golden Retreiver,F,Matched,M&M,2004-12-15
2004-12-16,Black,Lab,F/S,Lost,Demi,2004-12-16
2004-12-16,Black,Rotty X Lab,M/N,Matched,Cody,2004-12-16
2004-12-17,Gold,Pom X,M/N,Lost,Leo,2004-12-17
2004-12-17,Orange,Pom X,M/N,Matched,Taz,2004-12-17
2004-12-18,Light Brown,Cockapoo,F/S,Lost,Molly,2004-12-18
2004-12-18,Blonde,Cocker Spaniel,F/S,Lost,Jessie,2004-12-18
2004-12-18,Brown,Pitbull,M,Lost,Jet,2004-12-18
2004-12-18,Red & Orange,Chow Chow,F,Matched,Thatcher,2004-12-18
2004-12-19,White & Grey,Cat - Domestic Longhair,M/N,Lost,Seica (Seeka),2004-12-19
2004-12-19,Black,Lab,M,Matched,Trickster,2004-12-19
2004-12-19,Black w White Belly & Feet,Rotty X Basset Hound,F/S,Matched,Sadie,2004-12-19
2004-12-19,Black w White Chest,Lab X,F/S,Matched,Silo,2004-12-19
2004-12-20,Black & White,Husky,F,Lost,Lucky,2004-12-20
2004-12-20,Red,Chow X,F/S,Lost,Jazmine,2004-12-20
2004-12-20,Black & Tan,Rottie X,F/S,Matched,Marianna,2004-12-20
2004-12-21,Black,Lab,F/S,Matched,Harriet,2004-12-21
2004-12-21,Black & Tan,Yorkshire Terrier,M/N,Lost,Mickey,2004-12-21
2004-12-21,Blonde,Wolf X,M/N,Matched,Duke,2004-12-21
2004-12-23,White & Yellow,Lab X Sharpei,M/N,Lost,Cody,2004-12-23
2004-12-27,Black,Labrador Retriever,F,Lost,Sheeba,2004-12-27
2004-12-27,Grey Tabby,Cat,F/S,Lost,Lily,2004-12-27
2004-12-29,Black,Lab X Border Collie,F/S,Lost,Merrit,2004-12-29
2004-12-29,Sable,Shep X Lab X Greyhound,F,Matched,Cassidy,2004-12-29
2004-12-29,Sable,Lab X Greyhound,F,Lost,Cassidy,2004-12-29
2004-12-25,Tri Colour,Sheltie,M/N,Lost,Falcon,2004-12-30
2004-12-30,Cream & Tan,Malteese X Pom,M,Lost,Gocuo,2004-12-30
2004-12-31,Black & White Paws & Chest,Shih Tzu,M,Matched,Gizmo,2004-12-31
2004-12-31,Golden Rust,Vizsla,F,Lost,Lucy,2004-12-31
2005-01-02,Black,Cocker Spaniel,M/N,Matched,Bibo,2005-01-02
2005-01-02,Black w White on Chest,Border Collie X Red Heeler,F,Matched,Hoku,2005-01-02
2005-01-04,Copper,Nova Scotia D.T. Retreiver,M/N,Lost,Copper Jake,2005-01-04
2005-01-04,White,Bichon X Poodle,M,Lost,buddy,2005-01-04
2005-01-04,Black Long Haired,Husky X Chow,F,Lost,Isabella,2005-01-04
2005-01-04,Black,Lab,F/S,Lost,Sheba,2005-01-04
2005-01-05,Black & Tan,German Shepherd,M,Lost,Teddy,2005-01-05
2005-01-05,Black & Tan,Shepherd,M,Matched,Budwiser,2005-01-05
2005-01-01,Black & Brown,German Shep  pup,M,Lost,Teddy,2005-01-05
2005-01-05,Tan & White,Pitbull,M,Matched,Gucci,2005-01-05
2005-01-07,Blonde,Husky,M/N,Lost,Spike,2005-01-07
2005-01-07,Golden,Golden Retreiver pup,F,Lost,,2005-01-07
2005-01-09,Brown & White,Beagle,M/N,Matched,Chudley,2005-01-09
2005-01-09,Salt & Pepper,Lhasa X Shih Tzu,,Found,,2005-01-09
2005-01-09,Cream,Basenji X Whippet?,F/S,Matched,Teagan,2005-01-09
2005-01-09,White Black Spots,Jack Russel,M,Matched,Tofu,2005-01-09
2005-01-10,Brindle & White,British Bulldog,F/S,Matched,Babes,2005-01-10
2005-01-10,Gold & Grey & Black,Teacup Yorkshire Terrier,M/N,Matched,Kaiser,2005-01-10
2005-01-11,White & Black,Papillion,F/S,Lost,Melody,2005-01-11
2005-01-12,Brown & White & Black,Basset Hound,M/N,Matched,Roscoe,2005-01-12
2005-01-12,Blonde with White Face,Collie X Retreiver,M,Matched,Shiraz,2005-01-12
2005-01-11,Black,Shih Tzu,F/S,Found,,2005-01-12
2005-01-12,White & Brown & Black,Shih Tzu,F,Found,Molly,2005-01-12
2005-01-13,Tan with White,Lab X,F/S,Lost,Brenda,2005-01-13
2005-01-13,Black & White,Shepherd X Husky,M,Lost,Junior,2005-01-13
2005-01-14,Black,Lab X,F/S,Lost,WongWong,2005-01-14
2005-01-14,Golden,Retriever X,,Found,,2005-01-14
2005-01-14,Black & Tan,Min. Pin,M/N,Matched,Gulliver,2005-01-14
2005-01-15,Golden-Red,Ducktoller X Border Collie,F/S,Lost,Lucy,2005-01-15
2005-01-16,Tri-Colour,Husky X Shepherd,F/S,Matched,Shamba,2005-01-16
2005-01-17,Tan,German Shep,M,Lost,King,2005-01-17
2005-01-17,Brown,Ridgeback X,F/S,Matched,Juna,2005-01-17
2005-01-17,Red,Ridgeback X,F/S,Matched,Juna,2005-01-17
2005-01-17,White,Samoyed,M,Matched,Mike,2005-01-17
2005-01-17,Black,Lab,M/N,Lost,Digger,2005-01-17
2005-01-18,Brown & Black Patches,German Shepherd Dog,M,Lost,King,2005-01-18
2005-01-18,Black & White & Brown,Border Collie,M,Matched,Jasper,2005-01-18
2005-01-18,Brown & White,JR Terrier,M,Lost,Paco,2005-01-18
2005-01-20,Grey Tabby,DMH,M/N,Matched,Nugget,2005-01-20
2005-01-20,Tri-Coloured,Beagle,F,Matched,Hannah,2005-01-20
2005-01-21,Black & White,Border Collie,M,Lost,Mac,2005-01-21
2005-01-23,Black & White,Border Collie,F,Matched,Jessie,2005-01-23
2005-01-23,Black & Tan,Daschund,F/S,Matched,Issabella,2005-01-23
2005-01-24,Black & White Chest & Paws,Lab X Heeler,F/S,Lost,Dingo,2005-01-24
2005-01-25,Black & White,Lab X Heeler,F/S,Matched,Taylor,2005-01-25
2005-01-25,White & Brown,Husky X Chow,,Matched,,2005-01-25
2005-01-25,Brown & White,Dog,,Found,,2005-01-25
2005-01-26,White &  Brown Ear,Husky X Lab,F/S,Lost,Jessie,2005-01-26
2005-01-26,Black & White Spot,Black Lab,F/S,Lost,Taylor,2005-01-26
2005-01-26,Tan & Black,Shiba Inu,M/N,Lost,,2005-01-26
2005-01-27,Tan & White,Pittbull  X,M,Matched,Alpha,2005-01-27
2005-01-27,Black & Grey,English Cocker Spaniel,M/N,Matched,Tip,2005-01-27
2005-01-27,Brown,Shep X,F/S,Matched,Molly,2005-01-27
2005-01-27,Yellow,Lab,M,Lost,Chase,2005-01-27
2005-01-27,Brown & Black & White,Beagle,F/S,Matched,Lucky,2005-01-27
2005-01-28,Black,Lab,M,Matched,Trickster,2005-01-28
2005-01-29,Sable,Sheltie,F,Matched,Summer,2005-01-29
2005-01-29,Silver Grey,Weimeraner,F/S,Matched,Stella,2005-01-29
2005-01-30,Black & White,Border Collie X,F/S,Matched,Tasha,2005-01-30
2005-01-30,Black,Domestic Short Hair Cat,M/N,Matched,Oliver,2005-01-30
2005-01-31,Black & Brown,German Shepherd,F/S,Matched,Zarah,2005-01-31
2005-02-02,Grey,Weimeraner,F,Lost,Grace,2005-02-02
2005-02-02,Yellow,Lab,M/N,Lost,Nene,2005-02-02
2005-02-03,White & Brown,Malamute,M,Matched,Tsunga,2005-02-03
2005-02-05,Black,Lab X,M/N,Found,Shadow or Hunter,2005-02-05
2005-02-05,White & Tan,Jack Russell,F/S,Matched,Casey,2005-02-05
2005-02-06,Black & White,Border Collie,F,Matched,Porsha,2005-02-06
2005-02-06,Black w Brown Undertones,Rotty X Terrier,M/N,Lost,Chaos,2005-02-06
2005-02-07,White,Husky Lab X,F/S,Matched,Jessy,2005-02-07
2005-02-07,Black & White,Border Collie,F,Matched,Portia,2005-02-07
2005-02-08,Tan & White,Beagle X,F/S,Matched,Tips,2005-02-08
2005-02-08,Black & Tan,Beagle X Border Collie,,Lost,Bali,2005-02-08
2005-02-08,Black & Tan,Shep,M,Matched,Boris,2005-02-08
2005-02-09,Black & White,Lhasa X Terreir,F,Matched,Do Do,2005-02-09
2005-02-10,Black & Tan,Rotty,M,Lost,Scottie,2005-02-10
2005-02-10,Dark,Dachshund,M,Matched,Bronson,2005-02-10
2005-02-10,Black,Toy Poodle,F,Matched,,2005-02-10
2005-02-11,Black & White & Tan,Manchester Terrier X,F/S,Matched,Memphis,2005-02-11
2005-02-11,Tan & Grey Muzzle,Pitbull,F/S,Lost,Bill,2005-02-11
2005-02-12,Grey,Tabby (medium-length hair),M,Lost,Boy Kitty,2005-02-12
2005-02-12,Brindle,English Mastiff X Rotty,F,Matched,Shiva,2005-02-12
2005-02-12,Tri-Colour,Beagle,M/N,Lost,Riley,2005-02-12
2005-02-13,Grey & Brown,Siberian Husky X Coyote,F/S,Lost,Bianca,2005-02-13
2005-02-13,Black & Brown & White,Border Collie X,F/S,Matched,Suna,2005-02-13
2005-02-13,Brindle,Shepherd X Lab X Husky,M/N,Matched,Loki,2005-02-13
2005-02-13,White,West Highland Terrier,F/S,Matched,Gypsy,2005-02-13
2005-02-13,Yellow,Lab X,F/S,Lost,Cinnamon,2005-02-13
2005-02-13,Black & White,Shep X,F/S,Matched,Amber,2005-02-13
2005-02-14,Brown,Chihuahua,M,Lost,Sparkles,2005-02-14
2005-02-14,Grey w/ White & Brown,Cat (short-hair),F,Lost,Smokie,2005-02-14
2005-02-15,Blue Merle with White Rull,Collie,F/S,Matched,majic,2005-02-15
2005-02-16,Grey,Collie,F/S,Matched,Magic,2005-02-16
2005-02-16,Black & White,Border Collie,F/S,Matched,Jessie,2005-02-16
2005-02-17,Black & Dark Brown,Lab X Pit,F/S,Lost,Kyla,2005-02-17
2005-02-17,Black & Grey & White,Husky X,M,Lost,Timber,2005-02-17
2005-02-17,Black & Tan,German Shepherd,M,Lost,Dog,2005-02-17
2005-02-18,Tan,Chihuahua,M,Lost,Sparkles,2005-02-18
2005-02-18,Black & White Chest Brown Face,Australian Shepherd,M,Matched,Fergus,2005-02-18
2005-02-18,Black &  Brown with Grey,DSH,F/S,Lost,Cruise,2005-02-18
2005-02-18,Tan & Black,Staffordshire Bull Terrier,M,Matched,Maverick,2005-02-18
2005-02-19,Orange & White,Cat,M/N,Lost,Freddy,2005-02-19
2005-02-19,Brown & Gold & Reddish,Golden Retriever X,F/S,Matched,Tia,2005-02-19
2005-02-19,White,Domestic Short-Hair Cat,F,Lost,Ivy,2005-02-19
2005-02-19,White,Maltese,F,Matched,Huinujn,2005-02-19
2005-02-19,White,Maltese,M,Lost,Choronj,2005-02-19
2005-02-19,Brown & Black,German Shepherd X Chow,M,Lost,Lucky,2005-02-19
2005-02-19,Black & White & Tan,Blue Heeler X Beagle,M/N,Lost,Max,2005-02-19
2005-02-20,Black & Tan,Rotty,M,Lost,Sabre,2005-02-20
2005-02-21,Tan & White,Pyrenees X Shep,F/S,Matched,Bailey,2005-02-21
2005-02-21,Black & Tan,Terrier X,,Found,,2005-02-21
2005-02-22,Brown,Newfoundlander Mix,M/N,Lost,Cucci,2005-02-22
2005-02-20,Black & Tan,Maltipoo,M,Lost,Boyboy,2005-02-22
2005-02-23,Black,Lab,M,Matched,Trixter,2005-02-23
2005-02-23,Grey & Black,Miniature Schnauzer,F/S,Lost,Pearl,2005-02-23
2005-02-23,Black,Pug,M/N,Matched,Lloyd,2005-02-23
2005-02-23,Dark Grey,Schnauzer,F/S,Lost,Pearl,2005-02-23
2005-02-24,Brown,Miniature Pinscher,M,Found,Rino,2005-02-24
2005-02-24,Black & White,Terrier,M,Matched,Spot,2005-02-24
2005-02-25,Brown &  Black,Shep X Rotty,M,Lost,Uggatee,2005-02-25
2005-02-25,Black,Labrador,F/S,Matched,Willow,2005-02-25
2005-02-26,Golden,NS Ducktoller Retriever,M/N,Lost,Rex,2005-02-26
2005-02-26,Dark Grey,Domestic SH Cat,F/S,Matched,Daisy,2005-02-26
2005-02-26,Colourful,Budgie,,Lost,,2005-02-26
2005-02-28,Brindle,Lab X Akita,M/N,Lost,Jerry,2005-02-28
2005-02-28,Black & Tan,Shepherd,M/N,Lost,Shinto,2005-02-28
2005-02-28,Fawn,Chihuahua Mix,M/N,Matched,Sammy,2005-02-28
2005-03-01,Black & White,Husky,M/N,Lost,Tuck,2005-03-01
2005-03-01,Black & White,Chihuahua X,M,Lost,Spikey,2005-03-01
2005-03-01,Salt & Pepper,Husky,F,Found,,2005-03-01
2005-03-02,Black & White,Husky,F,Matched,Hagen,2005-03-02
2005-03-02,Brown Long Hair,Collie,M/N,Lost,Chimo,2005-03-02
2005-03-02,White & Black Spots,Dalmatian,M/N,Lost,Afahi,2005-03-02
2005-03-03,Black & Tan,Shep,M/N,Matched,Teddy,2005-03-03
2005-03-03,Black,Cocker Spaniel,M/N,Matched,,2005-03-03
2005-03-04,Golden,Golden Retreiver Long Hair,M/N,Matched,Oliver,2005-03-04
2005-03-04,Tan,Pug,M,Lost,Junior,2005-03-04
2005-03-04,Shades of Brown,Bishon X Pomeranian,F,Lost,Pepa,2005-03-04
2005-03-04,White,Bishon,F,Lost,Pwlusa,2005-03-04
2005-03-04,Blonde,Jindo,F,Lost,Honey,2005-03-04
2005-03-05,Golden,Retriever,M/N,Found,,2005-03-05
2005-03-05,Black & Tan,Rotty,F/S,Matched,Vicki,2005-03-05
2005-03-06,Brindle,Shep X,M/N,Matched,Odin,2005-03-06
2005-03-06,Brown & White,Peki,M,Found,,2005-03-06
2005-03-06,White,Maltese X,M,Found,,2005-03-06
2005-03-06,Brown & Black & Tan & White,Calico Cat,F/S,Found,Bacon Bits,2005-03-06
2005-03-07,Black & Tan,Shepherd X,F/S,Matched,Jessie,2005-03-07
2005-03-08,Brown & White Chest White Paws,Basset Hound,M,Lost,Gibson,2005-03-08
2005-03-09,Black,Belgian Shepherd X,,Lost,,2005-03-09
2005-03-09,,Yorkshire Terrier,,Lost,Pebbles,2005-03-09
2005-03-09,White,German Shepherd,M/N,Lost,Jasper,2005-03-09
2005-03-10,Black & White Blue Eyes,Husky,M,Lost,Peppi,2005-03-10
2005-03-10,Grey & White,Husky,F,Lost,Luna,2005-03-10
2005-03-10,Black & Brown,Doberman X Border Collie,M,Matched,Rijker,2005-03-10
2005-03-10,White,Maltipoo,F/S,Matched,,2005-03-10
2005-03-10,Pure White,Maltipoo,F/S,Lost,Chrissy,2005-03-10
2005-03-11,Tan,Rhodesian Ridgeback,F,Matched,Amber,2005-03-11
2005-03-11,Black & Brown & White,Dog,M,Lost,Fergus,2005-03-11
2005-03-11,Black,Labrador,F/S,Matched,Hunter,2005-03-11
2005-03-11,Blue Merle & Copper Highlights,Aussie Shepherd,M,Matched,Beau,2005-03-11
2005-03-11,Black & Tan,Shep X,F/S,Lost,Xica,2005-03-12
2005-03-11,Black,Lab X,M/N,Matched,Colby,2005-03-12
2005-03-12,Black & White,Shih Tzu,M,Lost,Tey,2005-03-12
2005-03-13,Black & Tan,Lab X Rotty,F,Matched,Kacey,2005-03-13
2005-03-13,White Black Brown,Beagle,F/S,Matched,Olivia,2005-03-13
2005-03-14,White with Black Brown,Shih Tzu,F/S,Lost,Molly,2005-03-14
2005-03-14,Brindle,Am Staff,F,Matched,Nikita,2005-03-14
2005-03-15,Black,Cocker Spaniel,M,Matched,Macy,2005-03-15
2005-03-16,Tannish White,Lab X Poodle,M,Found,,2005-03-16
2005-03-16,Black with Brindle Paws,Rotty X,M/N,Lost,Oscar,2005-03-16
2005-03-16,White,Shepherd,M/N,Found,Kenou,2005-03-16
2005-03-17,Black Curly Hair,Cockapoo,F/S,Lost,Shanti,2005-03-17
2005-03-17,White & Tan & Black,Beagle,M,Matched,Pico,2005-03-17
2005-03-17,Black with White Chest,Cockapoo,F/S,Lost,Shanty,2005-03-17
2005-03-18,Black,Miniture Poodle,M,Lost,,2005-03-18
2005-03-18,Black & Tan & White Chest,Lab X Rotty,F/S,Lost,Rocks,2005-03-18
2005-03-18,Tri Color,Bernese Mountain Dog,M,Matched,Sacho,2005-03-18
2005-03-19,Black & Tan,German Shepherd X Lab,M/N,Lost,Copper,2005-03-19
2005-03-19,White w/ Gold Ears,Bichon X Shih Tzu,M/N,Matched,Sammy,2005-03-19
2005-03-19,Tan,Mastiff X,M/N,Found,,2005-03-19
2005-03-20,White with Peach Markings,Cat - Short Hair,M/N,Matched,Yeti,2005-03-20
2005-03-20,Black,Collie X Pitbull,M/N,Matched,Dus,2005-03-20
2005-03-20,Orange & White,Cat - short hair,M/N,Lost,Rufus,2005-03-20
2005-03-20,Brindle,Cane Corso,,Found,,2005-03-20
2005-03-21,Gold,Golden Retriever,M/N,Lost,Alka,2005-03-21
2005-03-14,tan/white,terrier X,M,Lost,Milo,2005-03-22
2005-03-22,White & Black Spots,Akita,M/N,Matched,Duo Duo,2005-03-22
2005-03-23,White,American Eskimo,M,Matched,Snowball,2005-03-23
2005-03-24,Brown & Beige,Shih Tzu X Pomeranian,F,Matched,Amber,2005-03-24
2005-03-24,Black & White,Pittbull,F/S,Matched,Muay Thai,2005-03-24
2005-03-26,Blonde,Lab X,F/S,Lost,Tina,2005-03-26
2005-03-26,Brindle,Lab X,M,Lost,Juancho,2005-03-26
2005-03-27,Tri Colour,Beagle,M/N,Matched,Riley,2005-03-27
2005-03-28,Red,Chow,M/N,Lost,Jo Jo,2005-03-28
2005-03-28,White & Tan,St. Bernard X Lab,F/S,Lost,Kali,2005-03-28
2005-03-28,White,Pyranese X,M/N,Matched,Nuba,2005-03-28
2005-03-28,Light Golden,Golden Retreiver,F,Matched,Sophie,2005-03-28
2005-03-30,Black & White & Brown,Shih Tzu,M,Lost,Terry,2005-03-30
2005-03-30,White &  Brown,Pappillion X Pomerian,F,Matched,Jump,2005-03-30
2005-03-30,Black & White,DLH,F/S,Lost,Hyjinx,2005-03-30
2005-03-31,White,Pomeranian,M,Matched,Simba,2005-03-31
2005-04-01,White,Teacup Poodle,F,Lost,Tinker Bell,2005-04-01
2005-04-01,Brown & Black,Welsh Terrier,F/S,Matched,Poppy,2005-04-01
2005-04-01,Orange & White,Lab X Wolf X Ducktoller,M,Lost,Clyde,2005-04-01
2005-04-01,Sable,Rough Collie,F/S,Matched,Blue Blue,2005-04-01
2005-04-02,Brown & White,Chihuahua,F/S,Matched,Betty,2005-04-02
2005-04-02,Chocolate with White,Pitbull,F,Lost,Dolce,2005-04-02
2005-04-03,Black,Schipperke,F/S,Found,Minuit,2005-04-03
2005-04-03,Brindle White Chest,Pitbull,M/N,Found,Max,2005-04-03
2005-04-03,Red,Chow,M/N,Matched,Phurr,2005-04-03
2005-04-04,Tan,American Cocker Spaniel,M/N,Matched,Wesley,2005-04-04
2005-04-04,Black & White,Border Collie,F,Matched,Kate,2005-04-04
2005-04-04,Black & White,Border Collie,M/N,Matched,Mick,2005-04-04
2005-04-05,Black & White,Husky,F/S,Lost,Scout,2005-04-05
2005-04-06,White & Brown,Jack Russel,M/N,Lost,Charlie,2005-04-06
2005-04-08,Black,Chihuahua,M,Lost,Frankie,2005-04-08
