,Date,Color,Breed,Sex,State,Name,DateCreated
6555,2004-09-21,Black & Tan,Chihuahua X Yorkshire,M,Lost,Money,2004-09-22
6556,2004-09-22,Black,Husky,M,Lost,Heart,2004-09-22
6557,2004-09-23,Black & White,Border Collie X,M,Lost,Moses,2004-09-23
6558,2004-09-23,Black & Tan,Rotty X,F/S,Matched,Cleo,2004-09-23
6559,2004-09-18,Brown,Shep X,M,Lost,Silver,2004-09-23
6560,2004-09-24,Grey & White & Black,Malamute X,M/N,Lost,Luke,2004-09-24
6561,2004-09-25,Brown & White Face,Husky X Chow,F,Matched,Kaya,2004-09-25
6562,2004-09-25,White,Poodle,M,Matched,,2004-09-25
6563,2004-09-27,Golden,Golden Retriever,M,Matched,Odin,2004-09-27
6564,2004-09-27,Blonde,Pomeranian,F/S,Lost,Missy,2004-09-27
6565,2004-09-27,White,Lhasa Apso X,F/S,Matched,Audrey,2004-09-27
6566,2004-09-27,Cream,Pekingnese x Yorkie,M,Lost,Coco,2004-09-27
6567,2004-09-27,White,English Bulldog X Bull Terrier,M,Lost,Thor,2004-09-27
6568,2004-09-27,Black & White,Terrier X,F,Matched,Whipper,2004-09-27
6569,2004-09-27,Message on machine,did not specify breed,F,Lost,Cola,2004-09-27
6570,2004-09-28,Brown,Shih Tzu,X,Matched,Gucci,2004-09-28
6571,2004-09-28,White with Black & Brown,Aus Shep X Heeler,F/S,Lost,Dixie,2004-09-28
6572,2004-09-28,Grey & Yellow & White & Orange,Cockatiel,,Matched,,2004-09-29
6573,2004-09-29,Dark Tan,Shih Tzu,F,Lost,Rosie,2004-09-29
6574,2004-09-18,Blonde,Spaniel X,M/N,Matched,Gabe,2004-09-29
6575,2004-09-29,White,Maltese,M/N,Lost,Michael,2004-09-29
6576,2004-09-29,White w Black Saddle,Aust Shep X,F/S,Lost,Dixie,2004-09-29
6577,2004-09-30,Black w Spot on Chest,Lab X,M/N,Lost,Java,2004-09-30
6578,2004-09-30,Black & Brown,Husky X Shepherd,M,Matched,Harley,2004-09-30
6579,2004-09-30,Black,German Shepherd,F,Matched,no name,2004-09-30
6580,2004-09-30,Tan,German Shepherd,F,Matched,no name,2004-09-30
6581,2004-10-01,Brindle & White,Pitbull X Bulldog,F,Lost,David Ho,2004-10-01
6582,2004-10-02,White & Tan,Pyrenese X Shepherd,F/S,Matched,Bailey,2004-10-02
6583,2004-10-03,Red & White Tips on Feet,N.S. Duck Toller,M,Lost,Milo,2004-10-03
6584,2004-10-03,White,Bichon Frise X,F,Matched,Sarah,2004-10-03
6585,2004-10-03,Black & Tan,Pomeranian,F/S,Matched,Ball Ball,2004-10-03
6586,2004-10-03,Black,Standard Poodle x German Shep,M,Lost,not named yet,2004-10-03
6587,2004-10-03,Brown w Black (white belly),Long-haired mutt,M/N,Matched,Mojo,2004-10-03
6588,2004-10-04,Beige,Wheaton Terrier,M/N,Matched,Cyril,2004-10-04
6589,2004-10-04,Blonde,Labrador,M/N,Matched,Hank,2004-10-04
6590,2004-10-05,Yellow & White,Shepherd  X,F/S,Matched,Gypse,2004-10-05
6591,2004-10-05,White,Bichon Frise,M,Lost,Sui-Bee,2004-10-05
6592,2004-10-06,Black & Tan,Chi X,M,Matched,Coodie,2004-10-06
6593,2004-10-06,Black,Standard Poodle,M/N,Lost,Jag,2004-10-06
6594,2004-10-06,White,Terrier X,F,Lost,,2004-10-06
6595,2004-10-06,Black & White,Border Collie X,F,Matched,Maggie,2004-10-06
6596,2004-10-07,Tan,Shih Tzu,M,Lost,Newman,2004-10-07
6597,2004-10-07,Black & White,Chespk Bay Retr X,M/N,Matched,Oliver,2004-10-07
6598,2004-10-08,Brown,Chocolate Lab,F,Matched,Bailey,2004-10-08
6599,2004-10-09,Tan & White,Shih Tzu,M/N,Lost,Rocky,2004-10-09
6600,2004-10-09,White,Poodle,M/N,Matched,George,2004-10-09
6601,2004-10-10,Black,Lab X,M,Matched,Jazz,2004-10-10
6602,2004-10-10,Black & Red,G Shep (PB),M,Matched,Brahms,2004-10-10
6603,2004-10-12,Brown & Black,Shep X Chow,M,Matched,Lucky,2004-10-12
6604,2004-10-12,Black & White & Grey,Rabbit,,Found,,2004-10-12
6605,2004-10-13,Beige & Black,Pug,M/N,Matched,Takeshi,2004-10-13
6606,2004-10-13,Black,Pug,M/N,Matched,Olan,2004-10-13
6607,2004-10-14,Black,Border Collie X Shep,M/N,Lost,Rufus,2004-10-14
6608,2004-10-10,Black & White,Maltese X,F,Lost,Coco,2004-10-14
6609,2004-10-16,Orange & White,DSH,F/S,Lost,Crystal Zheng,2004-10-16
6610,2004-10-16,Tan,Rhodesian  Ridgeback,F/S,Lost,Lu Lu,2004-10-16
6611,2004-10-16,Black & White,Greyhound,M,Lost,Fahy,2004-10-16
6612,2004-10-16,Golden & Red,Golden Retriever,M,Lost,MacKinley,2004-10-16
6613,2004-10-17,Grey Black,Wolf,M/N,Lost,Nanook,2004-10-17
6614,2004-10-17,Black & Brown & White,Beagle,F,Lost,Amigo,2004-10-17
6615,2004-10-17,Black,Lab X Bull Terrier,M,Lost,Buddy,2004-10-17
6616,2004-10-17,White,Samoyed  husky,F/S,Lost,Sophie,2004-10-17
6617,2004-10-17,White & Grey,Malamute,F/S,Lost,Tasha,2004-10-17
6618,2004-10-18,Yellow & Red,Golden Retriever,M/N,Lost,McKinley,2004-10-18
6619,2004-10-18,Brown & Black,Norwich Terrier,M/N,Matched,Oscar,2004-10-18
6620,2004-10-18,Fawn,Bulldog,F/S,Matched,Sesame,2004-10-18
6621,2004-10-18,Golden,Lab,F,Matched,Sadie,2004-10-18
6622,2004-10-19,Golden,Lab,F/S,Matched,Sadie,2004-10-19
6623,2004-10-19,Yellow,Golden Retriever,F/S,Lost,Cooper,2004-10-19
6624,2004-10-19,Black Small White Stripe  Ches,Black Lab X Bull Terrier,M,Lost,James Korytko,2004-10-19
6625,2004-10-20,Black & White,Boston Terrier,M/N,Lost,Rudy,2004-10-20
6626,2004-10-21,Black with White Chest,Lab X Chow X Rotty,M,Lost,Smokey,2004-10-21
6627,2004-10-21,Brown,Viszla,M/N,Matched,Ranger,2004-10-21
6628,2004-10-22,Black & Brown & White,Shepherd X Lab,F/S,Lost,Samantha,2004-10-22
6629,2004-10-22,Black & White Chest,Pit Bull,M,Lost,Nightmare,2004-10-22
6630,2004-10-22,Grey,Wired Haired Terrier,F/S,Lost,Bailey,2004-10-22
6631,2004-10-22,White,Whippet,F/S,Matched,Terra,2004-10-22
6632,2004-10-23,Golden,Retriever,,Matched,,2004-10-23
6633,2004-10-23,Black & Grey & Gold,DSH Cat,M/N,Lost,Rahni,2004-10-23
6634,2004-10-24,Gold & Black,Yorkie,F/S,Matched,Myka,2004-10-24
6635,2004-10-24,Brindle,Mastiff X Terrier,M,Lost,,2004-10-24
6636,2004-10-25,Apricot,Standard Poodle,F,Matched,Katy,2004-10-25
6637,2004-10-25,Brown with White,American Pitbull,M,Lost,Niko,2004-10-25
6638,2004-10-25,Black,Lab X,M/N,Matched,Bear,2004-10-25
6639,2004-10-25,Black & Tan,German Shepherd X,F,Matched,Eve,2004-10-25
6640,2004-10-26,Apricot & Light Orange,Standard Poodle,F,Matched,Katy,2004-10-26
6641,2004-10-26,Gold & Grey,Yorkshire Terrier,F/S,Matched,Scruffles,2004-10-27
6642,2004-10-21,Gold & Black,Yorkshire Terrier,F/S,Lost,Kayla,2004-10-27
6643,2004-10-27,White with Spots of Gold,Shih X Bichon,M,Matched,,2004-10-27
6644,2004-10-27,White,Bichon X Shih Tzu,M,Matched,,2004-10-27
6645,2004-10-27,Black & Tan,Shepherd X Wolf,M,Matched,Omega,2004-10-28
6646,2004-10-28,White,Standard Poodle,F/S,Matched,Taz,2004-10-28
6647,2004-10-28,Black,Lab X,F,Lost,Laelu,2004-10-28
6648,2004-10-28,Black & Tan,Rottweiler X,M/N,Matched,Zoomie,2004-10-28
6649,2004-10-28,Blonde,Toy Poodle,M/N,Lost,Doodle,2004-10-28
6650,2004-10-28,Gold & White,Nova Scotia Duck Toller,F/S,Lost,Tia,2004-10-28
6651,2004-10-27,Black & Tan,Shep X Rotty,M,Found,,2004-10-29
6652,2004-10-28,White & Black,Border Collie X Heeler,M/N,Matched,Jake,2004-10-29
6653,2004-10-28,Brindle & Tan,Rotty X,M,Lost,Roots,2004-10-29
6654,2004-10-29,Grey,Husky,M/N,Matched,Nuki,2004-10-29
6655,2004-10-29,Black & White,Border Collie X,M/N,Matched,,2004-10-30
6656,2004-10-30,Black & Tan,Shepherd  X,F/S,Lost,,2004-10-30
6657,2004-10-30,Black & Brindle,Lab X Pit,M/N,Lost,Chicho,2004-10-30
6658,2004-10-31,Black & White Mark on Chest,Border Collie X Blue Tick Coon,F/S,Found,Jessie Bell,2004-10-31
6659,2004-10-31,Black & Tan,Shepherd X,M/N,Matched,Logan,2004-10-31
6660,2004-10-31,Black & Tan,Rotty X Shepherd,F/S,Matched,Riley,2004-10-31
6661,2004-10-30,Blonde,Afgan X Hound,F/S,Matched,Lira,2004-10-31
6662,2004-10-31,Black & Brown & White,Pit X Lab,M,Lost,Backus,2004-10-31
6663,2004-10-31,Blondish White,Kuvasz,F/S,Matched,Lyca,2004-10-31
6664,2004-10-31,Black,Lab X,M,Lost,Slick,2004-10-31
6665,2004-10-31,White,English Staff. Terrier,M,Matched,Thor,2004-10-31
6666,2004-10-31,White,Husky/Greyhound X,F,Lost,Bonnie,2004-10-31
6667,2004-10-31,Black w White Chest,Terripoo,F/S,Lost,Salsa,2004-10-31
6668,2004-10-31,Brown & Black,Belgian Shepherd,F,Lost,Bella,2004-10-31
6669,2004-10-31,Brown & Grey,Lab X Wolf X GSD X Malamute X,M,Matched,AbbaDabbaDoo (Abby),2004-10-31
6670,2004-11-01,Black & Tan,Min Pin,F/S,Matched,Mandy,2004-11-01
6671,2004-11-01,Brown & White & Grey,German Short Haired Pointer,F/S,Lost,Beverage,2004-11-01
6672,2004-11-01,Black & White,Border Collie,M/N,Matched,Auggie,2004-11-01
6673,2004-11-01,Brown,Min Pin,F/S,Lost,Pinches,2004-11-01
6674,2004-11-01,Apricot,Toy Poodle,M,Lost,Mr. Pister,2004-11-01
6675,2004-11-01,Black,Belgian Shep X Husky,F/S,Lost,Bella,2004-11-01
6676,2004-11-01,White,Shih Tzu,M/N,Lost,Mickey,2004-11-01
6677,2004-11-01,Black & Tan,German Shepherd,F,Lost,Ginger,2004-11-01
6678,2004-11-02,Salt & Pepper,Elk Hound,F/S,Matched,Ochinire,2004-11-02
6679,2004-11-02,Blonde & White,Benji,M,Matched,Chewbacca (Chui),2004-11-02
6680,2004-11-02,Gold,Chow Chow,F,Lost,Cobe,2004-11-02
6681,2004-11-02,Brown,Shiba Inu,M/N,Lost,Chico,2004-11-02
6682,2004-11-02,Blonde & White,Maltipoo,F,Lost,Marlyn Munroe,2004-11-02
6683,2004-11-02,Black & Tan,GSD,,Lost,,2004-11-02
6684,2004-11-02,Red,Pomeranian,,Lost,,2004-11-02
6685,2004-11-02,Black & White,Besenji,F/S,Found,,2004-11-02
6686,2004-11-02,Black & White,Border Collie,F/S,Matched,Disco,2004-11-03
6687,2004-11-03,Fawn,French Bulldog,M,Matched,Bubba,2004-11-03
6688,2004-11-03,Gold & Tan,GSD X Chow,M/N,Lost,Solly,2004-11-03
6689,2004-11-03,Red & White,Husky,M,Found,Rebel,2004-11-03
6690,2004-11-04,Black,Shepherd X Chow,F/S,Matched,Mika,2004-11-04
6691,2004-10-31,White,JR Terrier,F/S,Found,,2004-11-04
6692,2004-11-03,Brown & White,Jack Russell Terrier,M,Lost,Harley,2004-11-04
6693,2004-11-04,Black & Tan,Shep X Rotty,M/N,Lost,Kazan,2004-11-04
6694,2004-11-04,Black,Lab,F/S,Lost,Nellie,2004-11-04
6695,2004-11-05,Black & Golden,Sheltie X Shep,F/S,Lost,Teeka,2004-11-05
6696,2004-11-05,Golden,Retriever,M,Matched,Harry,2004-11-05
6697,2004-11-05,Brown,Lab,F,Matched,Rosie,2004-11-05
6698,2004-11-04,Chocolate,Labrador,M/N,Matched,Dante,2004-11-05
6699,2004-11-06,White & Tan,Shih Tzu X Maltese,M/N,Lost,Jasmine Wong,2004-11-06
6700,2004-11-07,Chocolate,Lab,F,Lost,Coco,2004-11-07
6701,2004-11-08,Black & White Chest,Pittbull,F,Lost,Ken,2004-11-08
6702,2004-11-08,Black & Tan,German Shepherd X Lab,M/N,Matched,Teddy,2004-11-08
6703,2004-11-08,Black & Grey Collar,BlueHeeler X Border Collie,F,Matched,Ichi,2004-11-08
6704,2004-11-08,Golden,Lab,M,Matched,Leo,2004-11-08
6705,2004-11-09,Grey & White,Malamute,M,Lost,Max,2004-11-09
6706,2004-11-09,Black & White,Sheepdog,F/S,Matched,,2004-11-09
6707,2004-11-09,Grey & White,Elkhound - Looks like Husky,M/N,Lost,Smokey,2004-11-09
6708,2004-11-09,Yellow,Lab,M/N,Matched,,2004-11-09
6709,2004-11-10,Brown,Collie X Shepherd,F/S,Matched,Spring,2004-11-10
6710,2004-11-10,Grey & White & Black,Wolf X,M/N,Lost,Nanook,2004-11-10
6711,2004-11-10,Yellow,Golden Retriever,F/S,Matched,Skye,2004-11-10
6712,2004-11-12,Black,Terrier X,F/S,Matched,Pepper,2004-11-12
6713,2004-11-12,Grey,DSH,M,Lost,Baby,2004-11-12
6714,2004-11-13,Brown & Rust,Cocker Spaniel,F,Matched,Jewel,2004-11-13
6715,2004-11-14,Black,Husky X,M,Found,,2004-11-14
6716,2004-11-04,Red w/ white,Chow,M,Lost,Samson,2004-11-14
6717,2004-11-15,Black & Tan,Shepherd X Lab,M/N,Matched,Teddy,2004-11-15
6718,2004-11-15,Black & Tan,Beagle X Lab,F/S,Found,,2004-11-15
6719,2004-11-15,Black & Tan,German Shepherds,M,Lost,3 Puppies No Names,2004-11-15
6720,2004-11-15,Fawn,Am Bull Terr X Pitbull,M/N,Matched,Sprite,2004-11-15
6721,2004-11-16,White,Bichon,F/S,Lost,Queenie,2004-11-16
6722,2004-11-16,Black & Tan,Shepherd X,M/N,Lost,Ernie,2004-11-16
6723,2004-11-17,Black & Tan,Malamute X Shepherd,M/N,Matched,Homer,2004-11-17
6724,2004-11-17,Gold,Golden Retreiver,F/S,Matched,Aura,2004-11-17
6725,2004-11-18,Red,Rhodesian Ridgeback,F/S,Lost,Lulu,2004-11-18
6726,2004-11-12,Black & White,Lab X  Collie,F/S,Lost,Amber,2004-11-18
6727,2004-11-18,Brown,Shepherd  X,M/N,Lost,Dreyfus,2004-11-18
6728,2004-11-19,Gold,Gold Retr ( 9 mnth puppy),F,Matched,Belle,2004-11-19
6729,2004-11-19,White,Lhasa Apso (senior),M/N,Lost,Bear,2004-11-19
6730,2004-11-20,Brindle,Shep X,M,Lost,Diesel,2004-11-20
6731,2004-11-22,Brown & White,Siberian Husky,M,Lost,Bear,2004-11-23
6732,2004-11-22,Silver & White,Siberian Husky,F/S,Lost,Cindy,2004-11-23
6733,2004-11-23,Black & White,Shih Tzu,F/S,Matched,Nina,2004-11-23
6734,2004-11-23,Black & White,Border Collie,F/S,Lost,Chloe,2004-11-24
6735,2004-11-24,Black & Tan,Shepherd,M/N,Lost,Karl,2004-11-24
6736,2004-11-25,Black,Lab,M/N,Lost,Duke,2004-11-25
6737,2004-11-26,Tan & White,Shepherd  X,F/S,Matched,Spring,2004-11-26
6738,2004-11-26,Black,Lab X Newfie,M/N,Lost,Jet,2004-11-26
6739,2004-11-26,Brown,Stafford Terrier X,M/N,Matched,Jordie,2004-11-26
6740,2004-11-26,Black & White,Cocker Spaniel,M/N,Matched,Spotty,2004-11-26
6741,2004-11-27,Tri,Akita,M,Matched,Lobo,2004-11-27
6742,2004-11-27,Golden,Lab,M,Lost,Luca,2004-11-27
6743,2004-11-27,Black,Pug,M/N,Lost,Tyson,2004-11-27
6744,2004-11-28,Cinnamon & White,Pitbull,F/S,Matched,Ginger,2004-11-28
6745,2004-11-28,Brindle,Bull Terrier X Whippet,M/N,Lost,Brutus,2004-11-28
6746,2004-11-29,Black & Brown & Tan,Shep X,M/N,Lost,Sampson,2004-11-29
6747,2004-11-29,Gold & White,Lab X Terrier,F,Found,,2004-11-29
6748,2004-11-30,Tan,Rednose Pitbull,F,Lost,Tia,2004-11-30
6749,2004-12-01,Black & Tan,Shep X Collie,,Matched,Jackson,2004-12-01
6750,2004-12-02,White,Bichon,F/S,Lost,Queenie,2004-12-02
6751,2004-12-04,White,Persian,M,Matched,Alfredo,2004-12-04
6752,2004-12-04,Black & Tan,German Shepherd,M,Matched,Janos,2004-12-04
6753,2004-12-04,White With Black,Jack Russell Terrier,M,Matched,,2004-12-04
6754,2004-12-05,Black w White Chest,LHD Cat,F/S,Lost,Kimchi,2004-12-05
6755,2004-12-06,Black & White,Boston Bull Terrier,M/N,Matched,Jimmy,2004-12-06
6756,2004-12-06,Black & Tan,Rottweiler X,M/N,Matched,Baxter,2004-12-06
6757,2004-12-06,Black,Rotty X Lab,M/N,Matched,Baxter,2004-12-06
6758,2004-12-06,Black with White Paws,Border Collie X,F/S,Lost,Schooly,2004-12-06
6759,2004-12-06,Tan & Grey & Black,Shep X Wolf,M/N,Matched,Reno,2004-12-06
6760,2004-12-07,Tan,Shep,F/S,Lost,Fa,2004-12-07
6761,2004-12-07,Dark Brown with White,Pekingese X Jap Chin,M/N,Found,Mocha,2004-12-08
6762,2004-12-08,Brown,Tabby,M/N,Lost,Smacky,2004-12-08
6763,2004-12-09,Black with White Patch On Ches,Lab  X,F/S,Matched,Justice,2004-12-09
6764,2004-12-10,White With Light Brown,Shih Tzu,M/N,Lost,Sparky,2004-12-10
6765,2004-12-10,Black & Tan Speckled,Shep X Border Collie,M,Lost,Grover,2004-12-10
6766,2004-12-10,Black & White & Brown,English Setter,M,Matched,Miko,2004-12-10
6767,2004-12-11,Black & Tan,Belgian Shepherd,F/S,Lost,Bear,2004-12-11
6768,2004-12-11,Grey & White & Beige,Malamute,M,Lost,Max,2004-12-11
6769,2004-12-11,Black & Grey & White w/ Orange,Calico - Cat,F/S,Lost,Pepsi,2004-12-11
6770,2004-12-12,Brindle,Lab X Mastiff,M,Matched,Pancho,2004-12-12
6771,2004-12-12,Black,Bouvier,F/S,Matched,Annie,2004-12-12
6772,2004-12-13,Black & Tan,German Shepherd,M,Lost,Jib,2004-12-13
6773,2004-12-13,Tan & White Nose,Rednose Pitbull,F,Matched,Billy,2004-12-13
6774,2004-12-13,Brown,Pointer X Weimaraner,F/S,Matched,Kaya,2004-12-13
6775,2004-12-15,Tri,Sheltie,M/N,Lost,,2004-12-15
6776,2004-12-15,Black & Tan & White,Shep X Husky,M/N,Lost,Cai,2004-12-15
6777,2004-12-15,Black,Portugese Water Dog,M,Matched,Tuxedo,2004-12-15
6778,2004-12-15,Golden,Golden Retreiver,F,Matched,M&M,2004-12-15
6779,2004-12-16,Black,Lab,F/S,Lost,Demi,2004-12-16
6780,2004-12-16,Black,Rotty X Lab,M/N,Matched,Cody,2004-12-16
6781,2004-12-17,Gold,Pom X,M/N,Lost,Leo,2004-12-17
6782,2004-12-17,Orange,Pom X,M/N,Matched,Taz,2004-12-17
6783,2004-12-18,Light Brown,Cockapoo,F/S,Lost,Molly,2004-12-18
6784,2004-12-18,Blonde,Cocker Spaniel,F/S,Lost,Jessie,2004-12-18
6785,2004-12-18,Brown,Pitbull,M,Lost,Jet,2004-12-18
6786,2004-12-18,Red & Orange,Chow Chow,F,Matched,Thatcher,2004-12-18
6787,2004-12-19,White & Grey,Cat - Domestic Longhair,M/N,Lost,Seica (Seeka),2004-12-19
6788,2004-12-19,Black,Lab,M,Matched,Trickster,2004-12-19
6789,2004-12-19,Black w White Belly & Feet,Rotty X Basset Hound,F/S,Matched,Sadie,2004-12-19
6790,2004-12-19,Black w White Chest,Lab X,F/S,Matched,Silo,2004-12-19
6791,2004-12-20,Black & White,Husky,F,Lost,Lucky,2004-12-20
6792,2004-12-20,Red,Chow X,F/S,Lost,Jazmine,2004-12-20
6793,2004-12-20,Black & Tan,Rottie X,F/S,Matched,Marianna,2004-12-20
6794,2004-12-21,Black,Lab,F/S,Matched,Harriet,2004-12-21
6795,2004-12-21,Black & Tan,Yorkshire Terrier,M/N,Lost,Mickey,2004-12-21
6796,2004-12-21,Blonde,Wolf X,M/N,Matched,Duke,2004-12-21
6797,2004-12-23,White & Yellow,Lab X Sharpei,M/N,Lost,Cody,2004-12-23
6798,2004-12-27,Black,Labrador Retriever,F,Lost,Sheeba,2004-12-27
6799,2004-12-27,Grey Tabby,Cat,F/S,Lost,Lily,2004-12-27
6800,2004-12-29,Black,Lab X Border Collie,F/S,Lost,Merrit,2004-12-29
6801,2004-12-29,Sable,Shep X Lab X Greyhound,F,Matched,Cassidy,2004-12-29
6802,2004-12-29,Sable,Lab X Greyhound,F,Lost,Cassidy,2004-12-29
6803,2004-12-25,Tri Colour,Sheltie,M/N,Lost,Falcon,2004-12-30
6804,2004-12-30,Cream & Tan,Malteese X Pom,M,Lost,Gocuo,2004-12-30
6805,2004-12-31,Black & White Paws & Chest,Shih Tzu,M,Matched,Gizmo,2004-12-31
6806,2004-12-31,Golden Rust,Vizsla,F,Lost,Lucy,2004-12-31
6807,2005-01-02,Black,Cocker Spaniel,M/N,Matched,Bibo,2005-01-02
6808,2005-01-02,Black w White on Chest,Border Collie X Red Heeler,F,Matched,Hoku,2005-01-02
6809,2005-01-04,Copper,Nova Scotia D.T. Retreiver,M/N,Lost,Copper Jake,2005-01-04
6810,2005-01-04,White,Bichon X Poodle,M,Lost,buddy,2005-01-04
6811,2005-01-04,Black Long Haired,Husky X Chow,F,Lost,Isabella,2005-01-04
6812,2005-01-04,Black,Lab,F/S,Lost,Sheba,2005-01-04
6813,2005-01-05,Black & Tan,German Shepherd,M,Lost,Teddy,2005-01-05
6814,2005-01-05,Black & Tan,Shepherd,M,Matched,Budwiser,2005-01-05
6815,2005-01-01,Black & Brown,German Shep  pup,M,Lost,Teddy,2005-01-05
6816,2005-01-05,Tan & White,Pitbull,M,Matched,Gucci,2005-01-05
6817,2005-01-07,Blonde,Husky,M/N,Lost,Spike,2005-01-07
6818,2005-01-07,Golden,Golden Retreiver pup,F,Lost,,2005-01-07
6819,2005-01-09,Brown & White,Beagle,M/N,Matched,Chudley,2005-01-09
6820,2005-01-09,Salt & Pepper,Lhasa X Shih Tzu,,Found,,2005-01-09
6821,2005-01-09,Cream,Basenji X Whippet?,F/S,Matched,Teagan,2005-01-09
6822,2005-01-09,White Black Spots,Jack Russel,M,Matched,Tofu,2005-01-09
6823,2005-01-10,Brindle & White,British Bulldog,F/S,Matched,Babes,2005-01-10
6824,2005-01-10,Gold & Grey & Black,Teacup Yorkshire Terrier,M/N,Matched,Kaiser,2005-01-10
6825,2005-01-11,White & Black,Papillion,F/S,Lost,Melody,2005-01-11
6826,2005-01-12,Brown & White & Black,Basset Hound,M/N,Matched,Roscoe,2005-01-12
6827,2005-01-12,Blonde with White Face,Collie X Retreiver,M,Matched,Shiraz,2005-01-12
6828,2005-01-11,Black,Shih Tzu,F/S,Found,,2005-01-12
6829,2005-01-12,White & Brown & Black,Shih Tzu,F,Found,Molly,2005-01-12
6830,2005-01-13,Tan with White,Lab X,F/S,Lost,Brenda,2005-01-13
6831,2005-01-13,Black & White,Shepherd X Husky,M,Lost,Junior,2005-01-13
6832,2005-01-14,Black,Lab X,F/S,Lost,WongWong,2005-01-14
6833,2005-01-14,Golden,Retriever X,,Found,,2005-01-14
6834,2005-01-14,Black & Tan,Min. Pin,M/N,Matched,Gulliver,2005-01-14
6835,2005-01-15,Golden-Red,Ducktoller X Border Collie,F/S,Lost,Lucy,2005-01-15
6836,2005-01-16,Tri-Colour,Husky X Shepherd,F/S,Matched,Shamba,2005-01-16
6837,2005-01-17,Tan,German Shep,M,Lost,King,2005-01-17
6838,2005-01-17,Brown,Ridgeback X,F/S,Matched,Juna,2005-01-17
6839,2005-01-17,Red,Ridgeback X,F/S,Matched,Juna,2005-01-17
6840,2005-01-17,White,Samoyed,M,Matched,Mike,2005-01-17
6841,2005-01-17,Black,Lab,M/N,Lost,Digger,2005-01-17
6842,2005-01-18,Brown & Black Patches,German Shepherd Dog,M,Lost,King,2005-01-18
6843,2005-01-18,Black & White & Brown,Border Collie,M,Matched,Jasper,2005-01-18
6844,2005-01-18,Brown & White,JR Terrier,M,Lost,Paco,2005-01-18
6845,2005-01-20,Grey Tabby,DMH,M/N,Matched,Nugget,2005-01-20
6846,2005-01-20,Tri-Coloured,Beagle,F,Matched,Hannah,2005-01-20
6847,2005-01-21,Black & White,Border Collie,M,Lost,Mac,2005-01-21
6848,2005-01-23,Black & White,Border Collie,F,Matched,Jessie,2005-01-23
6849,2005-01-23,Black & Tan,Daschund,F/S,Matched,Issabella,2005-01-23
6850,2005-01-24,Black & White Chest & Paws,Lab X Heeler,F/S,Lost,Dingo,2005-01-24
6851,2005-01-25,Black & White,Lab X Heeler,F/S,Matched,Taylor,2005-01-25
6852,2005-01-25,White & Brown,Husky X Chow,,Matched,,2005-01-25
6853,2005-01-25,Brown & White,Dog,,Found,,2005-01-25
6854,2005-01-26,White &  Brown Ear,Husky X Lab,F/S,Lost,Jessie,2005-01-26
6855,2005-01-26,Black & White Spot,Black Lab,F/S,Lost,Taylor,2005-01-26
6856,2005-01-26,Tan & Black,Shiba Inu,M/N,Lost,,2005-01-26
6857,2005-01-27,Tan & White,Pittbull  X,M,Matched,Alpha,2005-01-27
6858,2005-01-27,Black & Grey,English Cocker Spaniel,M/N,Matched,Tip,2005-01-27
6859,2005-01-27,Brown,Shep X,F/S,Matched,Molly,2005-01-27
6860,2005-01-27,Yellow,Lab,M,Lost,Chase,2005-01-27
6861,2005-01-27,Brown & Black & White,Beagle,F/S,Matched,Lucky,2005-01-27
6862,2005-01-28,Black,Lab,M,Matched,Trickster,2005-01-28
6863,2005-01-29,Sable,Sheltie,F,Matched,Summer,2005-01-29
6864,2005-01-29,Silver Grey,Weimeraner,F/S,Matched,Stella,2005-01-29
6865,2005-01-30,Black & White,Border Collie X,F/S,Matched,Tasha,2005-01-30
6866,2005-01-30,Black,Domestic Short Hair Cat,M/N,Matched,Oliver,2005-01-30
6867,2005-01-31,Black & Brown,German Shepherd,F/S,Matched,Zarah,2005-01-31
6868,2005-02-02,Grey,Weimeraner,F,Lost,Grace,2005-02-02
6869,2005-02-02,Yellow,Lab,M/N,Lost,Nene,2005-02-02
6870,2005-02-03,White & Brown,Malamute,M,Matched,Tsunga,2005-02-03
6871,2005-02-05,Black,Lab X,M/N,Found,Shadow or Hunter,2005-02-05
6872,2005-02-05,White & Tan,Jack Russell,F/S,Matched,Casey,2005-02-05
6873,2005-02-06,Black & White,Border Collie,F,Matched,Porsha,2005-02-06
6874,2005-02-06,Black w Brown Undertones,Rotty X Terrier,M/N,Lost,Chaos,2005-02-06
6875,2005-02-07,White,Husky Lab X,F/S,Matched,Jessy,2005-02-07
6876,2005-02-07,Black & White,Border Collie,F,Matched,Portia,2005-02-07
6877,2005-02-08,Tan & White,Beagle X,F/S,Matched,Tips,2005-02-08
6878,2005-02-08,Black & Tan,Beagle X Border Collie,,Lost,Bali,2005-02-08
6879,2005-02-08,Black & Tan,Shep,M,Matched,Boris,2005-02-08
6880,2005-02-09,Black & White,Lhasa X Terreir,F,Matched,Do Do,2005-02-09
6881,2005-02-10,Black & Tan,Rotty,M,Lost,Scottie,2005-02-10
6882,2005-02-10,Dark,Dachshund,M,Matched,Bronson,2005-02-10
6883,2005-02-10,Black,Toy Poodle,F,Matched,,2005-02-10
6884,2005-02-11,Black & White & Tan,Manchester Terrier X,F/S,Matched,Memphis,2005-02-11
6885,2005-02-11,Tan & Grey Muzzle,Pitbull,F/S,Lost,Bill,2005-02-11
